id,ticker,price,recorded_at
1,tsla,353.3999938964844,2025-02-13 16:17:20
2,TSLA,350.7200927734375,2025-02-13 16:39:55
3,TSLA,351.66448974609375,2025-02-13 16:53:08
4,MBRX,3.0899999141693115,2025-02-13 16:54:43
5,TSLA,348.6400146484375,2025-02-13 16:59:14
